Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	ttr_lemma_chunks_100	ttr_form_chunks_100	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Fut	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:poss	dep_dist_det:predet	dep_dist_discourse	dep_dist_dislocated	dep_dist_expl	dep_dist_expl:impers	dep_dist_expl:pass	dep_dist_fixed	dep_dist_flat	dep_dist_flat:foreign	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
FB_profilingUD_input/106-train-0-.conllu	2	20	10.0	3.2222222222222223	0	0	0	10.0	0	0	5.0	20.0	5.0	10.0	15.0	10.0	0	10.0	0	5.0	10.0	0	0.2222222222222222	100.0	0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	50.0	2.5	0	0	50.0	50.0	0	0	0	2.5	10.0	5.5	2.5	11	1.0	1	100.0	0	0	0	0	0	0.0	100.0	0	5.0	0	0	0	0	0	0	10.0	5.0	0	0	5.0	0	0	20.0	0	0	0	0	5.0	0	5.0	0	0	0	0	0	0	5.0	0	5.0	10.0	0	5.0	0	0	10.0	10.0	0	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0	0
FB_profilingUD_input/456-train-0-.conllu	1	1	1.0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0
FB_profilingUD_input/768-test-0-.conllu	1	2	2.0	3.5	0	0	0	0	0	50.0	0	0	0	0	0	0	0	0	0	0	50.0	0	0.5	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	1.0	100.0	0.0	100.0	0	0	0	0	0	0	1.0	2.0	1.0	1.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0	0	0	100.0	0.0	0	0	0	0	0	0	0	0
FB_profilingUD_input/2867-train-1-.conllu	1	7	7.0	5.571428571428571	0	0	14.285714285714286	14.285714285714286	0	0	0	14.285714285714286	0	28.571428571428573	0	14.285714285714286	14.285714285714286	0	0	0	0	0	0.5714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	2.0	0	4.0	1.6666666666666667	4	1.0	1	100.0	0	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	14.285714285714286	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	42.857142857142854	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	0	0
FB_profilingUD_input/339-test-0-.conllu	1	11	11.0	5.7272727272727275	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	2.0	0	10.0	3.7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.81818181818181	0	0	9.090909090909092	0	0	0	0	0	0	0	0	9.090909090909092	0	0	0	0	0	0	0	0	0	0	0	0
FB_profilingUD_input/586-test-1-.conllu	2	33	16.5	4.0625	0	0	0	9.090909090909092	9.090909090909092	0	9.090909090909092	15.151515151515152	0	18.181818181818183	0	15.151515151515152	0	3.0303030303030303	0	0	21.21212121212121	0	0.5	0	0	0	100.0	0	0	100.0	0	85.71428571428571	0	14.285714285714286	0	0	16.666666666666668	0	0	16.666666666666668	0	66.66666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	100.0	3.4285714285714284	0	0	28.571428571428573	28.571428571428573	14.285714285714286	28.571428571428573	0	4.0	4.714285714285714	7.0	2.2666666666666666	11	0	0	0	0	0	0	20.0	80.0	100.0	0.0	0	0	6.0606060606060606	9.090909090909092	0	0	0	0	6.0606060606060606	9.090909090909092	0	0	6.0606060606060606	0	0	12.121212121212121	3.0303030303030303	0	0	0	6.0606060606060606	0	0	0	0	0	0	3.0303030303030303	3.0303030303030303	0	3.0303030303030303	0	0	12.121212121212121	9.090909090909092	0	3.0303030303030303	3.0303030303030303	6.0606060606060606	0	0	50.0	50.0	100.0	0.0	2.0	0	100.0	0	0	0
FB_profilingUD_input/1272-train-0-.conllu	2	11	5.5	4.857142857142857	0	0	9.090909090909092	9.090909090909092	0	9.090909090909092	0	9.090909090909092	0	9.090909090909092	0	0	9.090909090909092	36.36363636363637	0	0	9.090909090909092	0	0.5714285714285714	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	100.0	0	0	0	0	0	1.0	100.0	1.0	0	100.0	0	0	0	0	0	1.5	5.5	2.5	1.8	3	0	0	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	0	9.090909090909092	0	0	0	0	9.090909090909092	0	9.090909090909092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.090909090909092	0	0	0	9.090909090909092	0	0	36.36363636363637	18.181818181818183	0	0	100.0	0.0	0	0	0	0	0	0	0	0
FB_profilingUD_input/2940-train-1-.conllu	1	17	17.0	5.0	0	0	5.882352941176471	17.647058823529413	11.764705882352942	5.882352941176471	0	11.764705882352942	0	17.647058823529413	0	5.882352941176471	0	5.882352941176471	0	0	17.647058823529413	0	0.5625	0	0	100.0	0	0	0	0	0	0	0	66.66666666666667	33.333333333333336	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	3.0	100.0	2.3333333333333335	0	33.333333333333336	33.333333333333336	0	33.333333333333336	0	0	4.0	5.666666666666667	13.0	3.1333333333333333	13	0	0	0	0	0	0	0	0	100.0	0.0	5.882352941176471	0	0	11.764705882352942	5.882352941176471	0	5.882352941176471	0	5.882352941176471	0	0	0	0	0	0	11.764705882352942	0	0	0	0	5.882352941176471	0	0	0	0	0	0	0	11.764705882352942	5.882352941176471	5.882352941176471	0	0	0	5.882352941176471	0	0	5.882352941176471	5.882352941176471	0	5.882352941176471	33.333333333333336	66.66666666666667	50.0	50.0	1.0	100.0	0	0	0	0
FB_profilingUD_input/2307-train-1-.conllu	2	21	10.5	4.35	0	0	0	9.523809523809524	14.285714285714286	0	0	4.761904761904762	0	14.285714285714286	4.761904761904762	19.047619047619047	0	4.761904761904762	0	0	28.571428571428573	0	0.6	0	0	0	100.0	0	0	100.0	0	33.333333333333336	0	66.66666666666667	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	2.1666666666666665	0	50.0	16.666666666666668	0	33.333333333333336	0	0	4.5	3.5	3.0	1.5555555555555556	4	1.0	1	100.0	0	0	0	28.571428571428573	71.42857142857143	100.0	0.0	4.761904761904762	0	4.761904761904762	14.285714285714286	0	0	0	0	4.761904761904762	0	4.761904761904762	0	0	0	4.761904761904762	4.761904761904762	0	0	0	0	0	0	0	0	0	0	0	9.523809523809524	4.761904761904762	4.761904761904762	0	0	0	23.80952380952381	0	0	0	4.761904761904762	9.523809523809524	0	0	33.333333333333336	66.66666666666667	75.0	25.0	1.0	100.0	0	0	0	0
FB_profilingUD_input/2482-train-1-.conllu	1	48	48.0	5.065217391304348	0	0	6.25	10.416666666666666	0	10.416666666666666	2.0833333333333335	16.666666666666668	0	22.916666666666668	0	4.166666666666667	2.0833333333333335	4.166666666666667	4.166666666666667	0	16.666666666666668	0	0.5	14.285714285714286	0	71.42857142857143	14.285714285714286	0	0	100.0	0	25.0	0	12.5	62.5	0	50.0	0	0	0	50.0	0	0	40.0	0	60.0	20.0	0	80.0	0	100.0	0	0	0	20.0	0	60.0	0	0	20.0	8.0	100.0	2.375	0	25.0	25.0	37.5	12.5	0	0	10.0	6.0	16.0	2.488888888888889	16	1.0	2	100.0	0	0	0	25.0	75.0	100.0	0.0	0	0	8.333333333333334	0	4.166666666666667	0	10.416666666666666	0	10.416666666666666	2.0833333333333335	0	2.0833333333333335	4.166666666666667	0	0	14.583333333333334	0	2.0833333333333335	0	0	0	0	0	0	0	0	0	2.0833333333333335	4.166666666666667	6.25	6.25	0	0	6.25	6.25	0	0	4.166666666666667	2.0833333333333335	0	4.166666666666667	16.666666666666668	83.33333333333333	80.0	20.0	1.0	100.0	0	0	0	0
FB_profilingUD_input/35-test-1-.conllu	4	39	9.75	4.771428571428571	0	0	2.5641025641025643	7.6923076923076925	15.384615384615385	5.128205128205129	2.5641025641025643	7.6923076923076925	2.5641025641025643	10.256410256410257	2.5641025641025643	10.256410256410257	0	10.256410256410257	5.128205128205129	0	17.94871794871795	0	0.5142857142857142	20.0	0	0	80.0	0	0	100.0	0	71.42857142857143	0	28.571428571428573	0	0	40.0	0	0	20.0	0	40.0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	2.25	100.0	2.7142857142857144	0	0	57.142857142857146	14.285714285714286	28.571428571428573	0	0	3.0	4.333333333333333	4.75	2.0	6	0	0	0	0	0	0	25.0	75.0	66.66666666666667	33.333333333333336	0	2.5641025641025643	5.128205128205129	10.256410256410257	0	0	0	0	2.5641025641025643	2.5641025641025643	0	0	2.5641025641025643	5.128205128205129	0	7.6923076923076925	0	0	0	0	2.5641025641025643	0	0	2.5641025641025643	0	0	0	2.5641025641025643	10.256410256410257	0	7.6923076923076925	0	2.5641025641025643	7.6923076923076925	2.5641025641025643	0	0	10.256410256410257	10.256410256410257	0	2.5641025641025643	50.0	50.0	50.0	50.0	1.0	100.0	0	0	0	0
FB_profilingUD_input/1965-train-1-.conllu	1	39	39.0	5.378378378378378	0	0	5.128205128205129	15.384615384615385	5.128205128205129	7.6923076923076925	5.128205128205129	7.6923076923076925	0	25.641025641025642	0	2.5641025641025643	0	5.128205128205129	7.6923076923076925	0	12.820512820512821	0	0.5135135135135135	0	25.0	25.0	50.0	0	0	100.0	0	60.0	0	20.0	20.0	0	33.333333333333336	0	66.66666666666667	0	0	0	0	0	33.333333333333336	66.66666666666667	0	0	100.0	0	66.66666666666667	0	0	33.333333333333336	0	0	100.0	0	0	0	5.0	100.0	3.0	0	20.0	40.0	0	20.0	0	20.0	5.0	7.8	20.0	4.027777777777778	20	1.0	3	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	5.128205128205129	5.128205128205129	0	7.6923076923076925	0	15.384615384615385	5.128205128205129	2.5641025641025643	2.5641025641025643	7.6923076923076925	0	0	7.6923076923076925	0	0	0	0	2.5641025641025643	0	0	2.5641025641025643	0	0	0	0	5.128205128205129	7.6923076923076925	2.5641025641025643	0	0	5.128205128205129	7.6923076923076925	0	0	5.128205128205129	2.5641025641025643	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
FB_profilingUD_input/854-test-1-.conllu	1	3	3.0	4.666666666666667	0	0	0	33.333333333333336	0	0	0	0	0	66.66666666666667	0	0	0	0	0	0	0	0	0.6666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	2.0	0	2.0	1.5	2	1.0	1	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.333333333333336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.333333333333336	0	0	0	0	0	0	0	0	33.333333333333336	0	0	0	0	0	0	0	0	0	0	0	0
FB_profilingUD_input/479-test-1-.conllu	1	2	2.0	12.0	0	0	0	0	0	0	0	0	0	0	0	0	50.0	50.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0	50.0	0	0	0	0	0	0	0	0	0	0	0	0
